,Land_Use_Value,Solar_TSI,Ocean_npgo_mean,Number_of_disasters,Ocean_sla_mean,Ocean_ph,mean_global_temp,energy_production-mtoe,population,upper_ocean_mean_temp,Volcanic_ERF,Water_vapor,volcano_num_eruptions,volcano_sum_strength,volcano_mean_strength
500,,,,,,,,,,,,,1.0,0.0,0.0
590,,,,,,,,,,,,,1.0,0.0,0.0
640,,,,,,,,,,,,,1.0,2.0,2.0
653,,,,,,,,,,,,,1.0,6.0,6.0
683,,,,,,,,,,,,,1.0,6.0,6.0
710,,,,,,,,,,,,,1.0,6.0,6.0
764,,,,,,,,,,,,,1.0,4.0,4.0
766,,,,,,,,,,,,,1.0,3.0,3.0
787,,,,,,,,,,,,,1.0,3.0,3.0
847,,,,,,,,,,,,,1.0,6.0,6.0
920,,,,,,,,,,,,,1.0,4.0,4.0
930,,,,,,,,,,,,,1.0,6.0,6.0
934,,,,,,,,,,,,,1.0,4.0,4.0
950,,,,,,,,,,,,,1.0,0.0,0.0
1000,,,,,,,,,,,,,1.0,7.0,7.0
1050,,,,,,,,,,,,,1.0,0.0,0.0
1104,,,,,,,,,,,,,1.0,5.0,5.0
1151,,,,,,,,,,,,,1.0,1.0,1.0
1158,,,,,,,,,,,,,1.0,4.0,4.0
1169,,,,,,,,,,,,,2.0,0.0,0.0
1177,,,,,,,,,,,,,1.0,3.0,3.0
1206,,,,,,,,,,,,,1.0,2.0,2.0
1250,,,,,,,,,,,,,1.0,0.0,0.0
1262,,,,,,,,,,,,,1.0,3.0,3.0
1280,,,,,,,,,,,,,1.0,6.0,6.0
1300,,,,,,,,,,,,,1.0,4.0,4.0
1302,,,,,,,,,,,,,1.0,0.0,0.0
1311,,,,,,,,,,,,,2.0,7.0,3.5
1329,,,,,,,,,,,,,2.0,4.0,2.0
1331,,,,,,,,,,,,,1.0,2.0,2.0
1334,,,,,,,,,,,,,1.0,3.0,3.0
1341,,,,,,,,,,,,,1.0,3.0,3.0
1357,,,,,,,,,,,,,1.0,4.0,4.0
1362,,,,,,,,,,,,,1.0,5.0,5.0
1375,,,,,,,,,,,,,1.0,5.0,5.0
1376,,,,,,,,,,,,,1.0,3.0,3.0
1385,,,,,,,,,,,,,1.0,3.0,3.0
1389,,,,,,,,,,,,,1.0,3.0,3.0
1410,,,,,,,,,,,,,1.0,3.0,3.0
1430,,,,,,,,,,,,,1.0,0.0,0.0
1471,,,,,,,,,,,,,1.0,5.0,5.0
1477,,,,,,,,,,,,,1.0,6.0,6.0
1485,,,,,,,,,,,,,1.0,2.0,2.0
1500,,,,,,,,,,,,,1.0,4.0,4.0
1510,,,,,,,,,,,,,2.0,8.0,4.0
1536,,,,,,,,,,,,,1.0,3.0,3.0
1538,,,,,,,,,,,,,1.0,3.0,3.0
1540,,,,,,,,,,,,,1.0,4.0,4.0
1550,,,,,,,,,,,,,1.0,3.0,3.0
1564,,,,,,,,,,,,,1.0,3.0,3.0
1565,,,,,,,,,,,,,1.0,3.0,3.0
1566,,,,,,,,,,,,,1.0,3.0,3.0
1568,,,,,,,,,,,,,1.0,3.0,3.0
1570,,,,,,,,,,,,,1.0,0.0,0.0
1576,,,,,,,,,,,,,1.0,3.0,3.0
1580,,,,,,,,,,,,,3.0,13.0,4.333333333333333
1581,,,,,,,,,,,,,1.0,4.0,4.0
1586,,,,,,,,,,,,,1.0,5.0,5.0
1587,,,,,,,,,,,,,1.0,4.0,4.0
1590,,,,,,,,,,,,,1.0,3.0,3.0
1593,,,,,,,,,,,,,1.0,5.0,5.0
1595,,,,,,,,,,,,,1.0,4.0,4.0
1596,,,,,,,,,,,,,1.0,2.0,2.0
1597,,,,,,,,,,,,,2.0,7.0,3.5
1598,,,,,,,,,,,,,2.0,5.0,2.5
1600,,,,,,,,,,,,,1.0,6.0,6.0
1606,,,,,,,,,,,,,1.0,2.0,2.0
1608,,,,,,,,,,,,,1.0,3.0,3.0
1609,,,,,,,,,,,,,1.0,0.0,0.0
1610,,1360.1856,,,,,,,,,,,,,
1611,,1360.47,,,,,,,,,,,,,
1612,,1360.6798,,,,,,,,,,,,,
1613,,1360.9569,,,,,,,,,,,,,
1614,,1361.0877,,,,,,,,,,,,,
1615,,1361.0211,,,,,,,,,,,1.0,3.0,3.0
1616,,1360.6735,,,,,,,,,,,,,
1617,,1360.3792,,,,,,,,,,,1.0,3.0,3.0
1618,,1360.2902,,,,,,,,,,,,,
1619,,1360.3277,,,,,,,,,,,,,
1620,,1360.3773,,,,,,,,,,,,,
1621,,1360.3788,,,,,,,,,,,,,
1622,,1360.3783,,,,,,,,,,,,,
1623,,1360.3801,,,,,,,,,,,,,
1624,,1360.3495,,,,,,,,,,,,,
1625,,1360.4456,,,,,,,,,,,1.0,5.0,5.0
1626,,1360.5186,,,,,,,,,,,,,
1627,,1360.4285,,,,,,,,,,,,,
1628,,1360.4122,,,,,,,,,,,,,
1629,,1360.4273,,,,,,,,,,,1.0,2.0,2.0
1630,,1360.3466,,,,,,,,,,,1.0,4.0,4.0
1631,,1360.2914,,,,,,,,,,,2.0,5.0,2.5
1632,,1360.2837,,,,,,,,,,,,,
1633,,1360.3203,,,,,,,,,,,,,
1634,,1360.3345,,,,,,,,,,,,,
1635,,1360.3001,,,,,,,,,,,,,
1636,,1360.2879,,,,,,,,,,,1.0,3.0,3.0
1637,,1360.2465,,,,,,,,,,,,,
1638,,1360.4751,,,,,,,,,,,1.0,4.0,4.0
1639,,1360.7861,,,,,,,,,,,,,
1640,,1360.6269,,,,,,,,,,,2.0,8.0,4.0
1641,,1360.3285,,,,,,,,,,,,,
1642,,1360.4316,,,,,,,,,,,,,
1643,,1360.5082,,,,,,,,,,,,,
1644,,1360.3885,,,,,,,,,,,,,
1645,,1360.3211,,,,,,,,,,,,,
1646,,1360.275,,,,,,,,,,,1.0,4.0,4.0
1647,,1360.2722,,,,,,,,,,,,,
1648,,1360.2714,,,,,,,,,,,,,
1649,,1360.2709,,,,,,,,,,,,,
1650,,1360.2706,,,,,,,,,,,1.0,4.0,4.0
1651,,1360.275,,,,,,,,,,,,,
1652,,1360.2905,,,,,,,,,,,,,
1653,,1360.4116,,,,,,,,,,,,,
1654,,1360.3536,,,,,,,,,,,,,
1655,,1360.2788,,,,,,,,,,,,,
1656,,1360.275,,,,,,,,,,,,,
1657,,1360.2743,,,,,,,,,,,,,
1658,,1360.274,,,,,,,,,,,,,
1659,,1360.274,,,,,,,,,,,2.0,7.0,3.5
1660,,1360.2931,,,,,,,,,,,3.0,14.0,4.666666666666667
1661,,1360.3974,,,,,,,,,,,,,
1662,,1360.2837,,,,,,,,,,,,,
1663,,1360.2744,,,,,,,,,,,1.0,5.0,5.0
1664,,1360.274,,,,,,,,,,,2.0,2.0,1.0
1665,,1360.274,,,,,,,,,,,,,
1666,,1360.274,,,,,,,,,,,,,
1667,,1360.274,,,,,,,,,,,,,
1668,,1360.274,,,,,,,,,,,,,
1669,,1360.274,,,,,,,,,,,2.0,6.0,3.0
1670,,1360.274,,,,,,,,,,,1.0,2.0,2.0
1671,,1360.2872,,,,,,,,,,,,,
1672,,1360.3714,,,,,,,,,,,2.0,5.0,2.5
1673,,1360.2827,,,,,,,,,,,1.0,5.0,5.0
1674,,1360.2741,,,,,,,,,,,,,
1675,,1360.274,,,,,,,,,,,,,
1676,,1360.2949,,,,,,,,,,,,,
1677,,1360.5218,,,,,,,,,,,1.0,2.0,2.0
1678,,1360.4161,,,,,,,,,,,,,
1679,,1360.2832,,,,,,,,,,,1.0,0.0,0.0
1680,,1360.288,,,,,,,,,,,,,
1681,,1360.3207,,,,,,,,,,,,,
1682,,1360.3106,,,,,,,,,,,1.0,3.0,3.0
1683,,1360.2775,,,,,,,,,,,,,
1684,,1360.2742,,,,,,,,,,,1.0,2.0,2.0
1685,,1360.274,,,,,,,,,,,,,
1686,,1360.274,,,,,,,,,,,,,
1687,,1360.274,,,,,,,,,,,,,
1688,,1360.2877,,,,,,,,,,,,,
1689,,1360.3253,,,,,,,,,,,,,
1690,,1360.277,,,,,,,,,,,2.0,3.0,1.5
1691,,1360.274,,,,,,,,,,,,,
1692,,1360.2748,,,,,,,,,,,1.0,4.0,4.0
1693,,1360.2833,,,,,,,,,,,2.0,4.0,2.0
1694,,1360.3016,,,,,,,,,,,1.0,3.0,3.0
1695,,1360.3291,,,,,,,,,,,,,
1696,,1360.3645,,,,,,,,,,,,,
1697,,1360.406,,,,,,,,,,,,,
1698,,1360.4514,,,,,,,,,,,3.0,9.0,3.0
1699,,1360.4983,,,,,,,,,,,,,
1700,,1360.5536,,,,,,,,,,,,,
1701,,1360.6734,,,,,,,,,,,,,
1702,,1360.7311,,,,,,,,,,,,,
1703,,1360.8608,,,,,,,,,,,,,
1704,,1361.055,,,,,,,,,,,,,
1705,,1361.2358,,,,,,,,,,,,,
1706,,1361.2116,,,,,,,,,,,1.0,2.0,2.0
1707,,1361.1467,,,,,,,,,,,2.0,4.0,2.0
1708,,1361.0779,,,,,,,,,,,,,
1709,,1360.9314,,,,,,,,,,,,,
1710,,1360.749,,,,,,,,,,,,,
1711,,1360.6168,,,,,,,,,,,1.0,3.0,3.0
1712,,1360.5948,,,,,,,,,,,1.0,2.0,2.0
1713,,1360.6123,,,,,,,,,,,,,
1714,,1360.6612,,,,,,,,,,,1.0,0.0,0.0
1715,,1360.7589,,,,,,,,,,,,,
1716,,1360.8897,,,,,,,,,,,4.0,11.0,2.75
1717,,1361.0173,,,,,,,,,,,3.0,9.0,3.0
1718,,1361.0718,,,,,,,,,,,1.0,2.0,2.0
1719,,1360.9871,,,,,,,,,,,,,
1720,,1360.8692,,,,,,,,,,,,,
1721,,1360.8403,,,,,,,,,,,2.0,6.0,3.0
1722,,1360.8596,,,,,,,,,,,,,
1723,,1360.8525,,,,,,,,,,,,,
1724,,1360.9056,,,,,,,,,,,,,
1725,,1361.0531,,,,,,,,,,,,,
1726,,1361.2593,,,,,,,,,,,1.0,1.0,1.0
1727,,1361.5167,,,,,,,,,,,1.0,4.0,4.0
1728,,1361.6384,,,,,,,,,,,,,
1729,,1361.4705,,,,,,,,,,,2.0,3.0,1.5
1730,,1361.2124,,,,,,,,,,,3.0,5.0,1.6666666666666667
1731,,1361.0095,,,,,,,,,,,,,
1732,,1360.8209,,,,,,,,,,,,,
1733,,1360.6846,,,,,,,,,,,,,
1734,,1360.719,,,,,,,,,,,,,
1735,,1360.8727,,,,,,,,,,,,,
1736,,1361.1208,,,,,,,,,,,,,
1737,,1361.32,,,,,,,,,,,1.0,2.0,2.0
1738,,1361.464,,,,,,,,,,,,,
1739,,1361.5594,,,,,,,,,,,,,
1740,,1361.4427,,,,,,,,,,,,,
1741,,1361.1851,,,,,,,,,,,1.0,4.0,4.0
1742,,1360.9059,,,,,,,,,,,2.0,6.0,3.0
1743,,1360.7369,,,,,,,,,,,,,
1744,,1360.6324,,,,,,,,,,,,,
1745,,1360.6165,,,,,,,,,,,,,
1746,,1360.7201,,,,,,,,,,,,,
1747,,1360.8959,,,,,,,,,,,,,
1748,,1361.0988,,,,,,,,,,,,,
1749,,1361.2335,,,,,,,,,,,1.0,3.0,3.0
1750,,1361.4649,,,,,,,,,,,,,
1751,,1361.3138,,,,,,,,,0.0,0.0,,,
1752,,1361.0908,,,,,,,,,0.0,0.0,,,
1753,,1360.9975,,,,,,,,,0.0,0.0,1.0,2.0,2.0
1754,,1360.7565,,,,,,,,,0.0,0.0,1.0,4.0,4.0
1755,,1360.6562,,,,,,,,,-0.66,0.0,1.0,4.0,4.0
1756,,1360.6671,,,,,,,,,0.0,0.0,,,
1757,,1360.7414,,,,,,,,,0.0,0.0,1.0,0.0,0.0
1758,,1361.0029,,,,,,,,,0.0,0.0,,,
1759,,1361.0753,,,,,,,,,0.0,0.0,,,
1760,,1361.2069,,,,,,,,,-0.06,0.0,1.0,4.0,4.0
1761,,1361.2972,,,,,,,,,-1.09,0.0,,,
1762,,1361.265,,,,,,,,,-0.3,0.0,1.0,2.0,2.0
1763,,1361.1508,,,,,,,,,-0.09,0.0,,,
1764,,1361.093,,,,,,,,,-0.02,0.0,,,
1765,,1360.9598,,,,,,,,,0.0,0.0,,,
1766,,1360.9442,,,,,,,,,0.0,0.0,2.0,7.0,3.5
1767,,1361.0685,,,,,,,,,0.0,0.0,,,
1768,,1361.342,,,,,,,,,0.0,0.0,1.0,4.0,4.0
1769,,1361.5476,,,,,,,,,0.0,0.0,,,
1770,,1361.753,,,,,,,,,0.0,0.0,,,
1771,,1361.5262,,,,,,,,,0.0,0.0,,,
1772,,1361.3462,,,,,,,,,-0.07,0.0,2.0,6.0,3.0
1773,,1361.0441,,,,,,,,,-0.02,0.0,1.0,2.0,2.0
1774,,1360.9785,,,,,,,,,0.0,0.0,,,
1775,,1360.9037,,,,,,,,,0.0,0.0,2.0,6.0,3.0
1776,,1361.0832,,,,,,,,,0.0,0.0,,,
1777,,1361.3949,,,,,,,,,0.0,0.0,,,
1778,,1362.0953,,,,,,,,,-0.07,0.0,1.0,4.0,4.0
1779,,1362.2204,,,,,,,,,-0.07,0.0,2.0,6.0,3.0
1780,,1362.022,,,,,,,,,-0.02,0.0,4.0,11.0,2.75
1781,,1361.7243,,,,,,,,,0.0,0.0,1.0,4.0,4.0
1782,,1361.419,,,,,,,,,0.0,0.0,,,
1783,,1361.211,,,,,,,,,-7.86,0.0,1.0,4.0,4.0
1784,,1361.0623,,,,,,,,,-0.52,0.0,3.0,4.0,1.3333333333333333
1785,,1361.1109,,,,,,,,,-0.12,0.0,1.0,3.0,3.0
1786,,1361.3189,,,,,,,,,-0.03,0.0,1.0,2.0,2.0
1787,,1361.7002,,,,,,,,,0.0,0.0,,,
1788,,1361.9834,,,,,,,,,-0.13,0.0,,,
1789,,1361.8635,,,,,,,,,-0.04,0.0,1.0,2.0,2.0
1790,,1361.8095,,,,,,,,,-0.01,0.0,1.0,4.0,4.0
1791,,1361.5348,,,,,,,,,0.0,0.0,,,
1792,,1361.3774,,,,,,,,,0.0,0.0,1.0,2.0,2.0
1793,,1361.238,,,,,,,,,0.0,0.0,,,
1794,,1361.0443,,,,,,,,,-0.16,0.0,1.0,3.0,3.0
1795,,1360.9135,,,,,,,,,0.0,0.0,,,
1796,,1360.7445,,,,,,,,,-0.78,0.0,,,
1797,,1360.5997,,,,,,,,,-0.07,0.0,,,
1798,,1360.5179,,,,,,,,,-0.02,0.0,,,
1799,,1360.5389,,,,,,,,,0.0,0.0,,,
1800,,1360.5496,,,,,,,985083735.0,,0.0,0.0,6.0,10.0,1.6666666666666667
